groupz    galz    R200    Sigma    Lgroup    Nmemb    Mgroup    DeltaLSS    dR200    MassBest    nI    nB    gReI    gReB    diskhI-tot    diskhB-tot    bulgeRe-I    bulgeRe-B    diskInc-I    diskInc-B    SFRBest    sSFRBest    B-I    Jmag    Hmag    Kmag    BulgeMass    DiskMass    FUV-NUV    umag    gmag    rmag    imag    zmag    
0.05701     0.05632     0.885     284.2     3.0061e+11      13     8.3243e+13      0.796     1.311     1.4800e+10       1.55       1.96       4.570       6.209     NA    NA      1.208       1.376      75.879      75.715      0.0001     .0000e-14       1.391     15.542     14.930     15.121     .4106e+09      .5566e+10      NA    NA    NA    NA    NA    NA    
0.05701     0.05639     0.885     284.2     3.0061e+11      13     8.3243e+13      0.796     1.292     8.8900e+09       1.14       0.88       4.556       5.287       2.597       3.261     NA    NA    NA    NA     0.1625     .8281e-11       0.877     16.426     16.823     NA    NA    NA     0.108     NA    NA    NA    NA    NA    
0.05701     0.05588     0.885     284.2     3.0061e+11      13     8.3243e+13      0.796     1.573     4.1000e+09       1.13       1.04       3.680       3.534       2.084       2.085       2.247       2.354      38.441      39.768      0.1757     .2856e-11       0.773     17.099     16.248     15.850     .4928e+08      .0239e+09      -0.039     NA    NA    NA    NA    NA    
0.05701     0.05681     0.885     284.2     3.0061e+11      13     8.3243e+13      0.796     1.835     3.5600e+09       0.80       0.61       2.997       2.996       1.953       2.031     NA    NA    NA    NA     1.0346     .9061e-10       1.000     16.623     16.632     NA    NA    NA     0.623     NA    NA    NA    NA    NA    
0.05701     0.05747     0.885     284.2     3.0061e+11      13     8.3243e+13      0.796     1.418     2.6500e+09       1.54       1.33       5.024       5.045       2.436       2.728       1.670       1.797      52.258      55.034      1.4180     .3511e-10       0.629     16.056     16.611     17.134     .7728e+08      .2796e+09       0.365     NA    NA    NA    NA    NA    
0.05701     0.05552     0.885     284.2     3.0061e+11      13     8.3243e+13      0.796     0.662     2.7400e+10       3.93       3.46      11.571      16.211     NA    NA      4.322       7.908      28.804      28.804      1.3442     .9058e-11       0.994     14.580     14.129     15.063     .4964e+10      .3924e+09       0.553     NA    NA    NA    NA    NA    
0.05701     0.05743     0.885     284.2     3.0061e+11      13     8.3243e+13      0.796     1.312     1.9700e+09       1.80       1.09       6.744       6.301     NA    NA      3.300       4.027      71.105      71.105      0.0659     .3471e-11       0.810     NA    NA    NA    .8395e+08      .0465e+08       0.069     NA    NA    NA    NA    NA    
0.05701     0.05662     0.885     284.2     3.0061e+11      13     8.3243e+13      0.796     1.717     1.4300e+09       0.84       0.67       3.582       3.930       2.267       2.565     NA      1.887     NA     72.472      0.1704     .1913e-10       0.716     NA    16.976     NA    NA    NA     0.196     NA    NA    NA    NA    NA    
0.05701     0.05619     0.885     284.2     3.0061e+11      13     8.3243e+13      0.796     0.000     1.8155e+11     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05701     0.05822     0.885     284.2     3.0061e+11      13     8.3243e+13      0.796     0.262     1.1858e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05701     0.05829     0.885     284.2     3.0061e+11      13     8.3243e+13      0.796     0.368     3.6600e+09       2.37       1.45       1.691       1.746     NA    NA      1.125       1.427      35.708      35.708      0.9718     .6552e-10       0.941     16.946     17.232     16.577     .2986e+09      .8216e+09       0.658     NA    NA    NA    NA    NA    
0.05701     0.05743     0.885     284.2     3.0061e+11      13     8.3243e+13      0.796     0.256     7.1121e+10     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05649     0.05587     0.415     150.1     7.1000e+10       8     8.5514e+12      0.776     1.187     7.4700e+09       0.94       0.77       2.467       2.435       1.506       1.542       1.123       0.985      42.559      42.316      0.4806     .4340e-11       1.252     16.124     15.952     15.834     NA    .5028e+09       0.345     NA    NA    NA    NA    NA    
0.05649     0.05646     0.415     150.1     7.1000e+10       8     8.5514e+12      0.776     1.204     1.9500e+10      10.00       6.99       6.716       5.508     NA    NA    NA    NA    NA    NA     0.0093     .7627e-13       1.321     16.456     16.522     15.945     NA    NA     1.377     NA    NA    NA    NA    NA    
0.05649     0.05604     0.415     150.1     7.1000e+10       8     8.5514e+12      0.776     2.736     7.5800e+09       1.34       0.53       7.048       8.805       3.719       6.112       4.012       4.371      77.701      77.701     43.1864     .6974e-09       1.119     NA    NA    NA    NA    .3717e+09      NA    NA    NA    NA    NA    NA    
0.05649     0.05583     0.415     150.1     7.1000e+10       8     8.5514e+12      0.776     1.949     1.2900e+10       2.15       1.96       1.655       1.678     NA    NA      0.680       0.680      65.218      65.218      0.0001     .0000e-14       1.379     16.875     16.485     16.783     .4684e+09      .7303e+09      NA    NA    NA    NA    NA    NA    
0.05649     0.05630     0.415     150.1     7.1000e+10       8     8.5514e+12      0.776     1.548     9.2100e+08       0.73       0.64       4.457       4.555       2.929       3.027       2.401       1.878      78.122      79.881      0.0862     .3638e-11       0.507     17.343     17.977     16.388     NA    .7391e+08       0.034     NA    NA    NA    NA    NA    
0.05649     0.05721     0.415     150.1     7.1000e+10       8     8.5514e+12      0.776     1.067     2.5900e+09       1.61       1.07       7.913       7.637       3.579       4.431       3.905       1.833      63.403      63.403      1.1830     .5675e-10       0.722     NA    NA    NA    .5405e+09      .0105e+09       0.309     NA    NA    NA    NA    NA    
0.05649     0.05714     0.415     150.1     7.1000e+10       8     8.5514e+12      0.776     1.677     2.6100e+08       1.11       1.62       2.638       3.999     NA    NA    NA    NA    NA    NA     0.4668     .7885e-09      -0.365     NA    NA    NA    NA    NA     0.007     NA    NA    NA    NA    NA    
0.05649     0.05675     0.415     150.1     7.1000e+10       8     8.5514e+12      0.776     0.000     2.4100e+10       5.43       4.09       4.294       3.569     NA    NA      1.400       1.325      41.443      41.344      0.0543     .2533e-12       1.435     15.349     15.010     15.548     .8131e+10      .9978e+10       1.192     NA    NA    NA    NA    NA    
0.05708     0.05806     0.379     289.6     6.0918e+10       5     6.5543e+12      0.234     1.244     9.6200e+09       2.47       2.18       1.883       2.143     NA    NA      0.659       0.760      66.666      65.959      0.0462     .8041e-12       1.314     16.888     17.373     17.131     .3776e+09      .6298e+09      NA    NA    NA    NA    NA    NA    
0.05708     0.05703     0.379     289.6     6.0918e+10       5     6.5543e+12      0.234     0.000     6.4100e+10       6.26       5.61       5.259       5.596     NA    NA      1.217       2.307      13.129      19.900      0.0314     .8946e-13       1.407     14.749     14.604     14.700     .5122e+10      .4299e+10      NA    NA    NA    NA    NA    NA    
0.05708     0.05590     0.379     289.6     6.0918e+10       5     6.5543e+12      0.234     0.896     1.7700e+09       2.85       2.49       5.692       5.080     NA    NA      2.941       2.075      35.631      37.531      4.0334     .2788e-09       0.936     15.936     15.431     NA    .4822e+09      .1187e+09       0.498     NA    NA    NA    NA    NA    
0.05708     0.05765     0.379     289.6     6.0918e+10       5     6.5543e+12      0.234     0.297     1.4300e+10       2.91       1.70       2.615       2.740     NA    NA      0.704       1.548      27.128      26.007      0.0793     .5477e-12       1.437     15.932     15.435     15.758     .6116e+09      .3733e+10      NA    NA    NA    NA    NA    NA    
0.05708     0.05659     0.379     289.6     6.0918e+10       5     6.5543e+12      0.234     1.276     2.2500e+10       0.71     NA     10.567     NA      7.027       9.425       4.208       7.462      79.842      80.678      0.0001     .0000e-14       1.282     14.942     14.131     14.816     NA    .4041e+10      NA    NA    NA    NA    NA    NA    
0.05671     0.05767     0.618     210.1     1.4255e+11      10     2.8343e+13      0.506     0.224     1.0900e+10       3.38       3.27       1.864       1.878     NA    NA      1.365     NA     65.102     NA     0.9083     .3333e-11       1.301     16.974     16.469     16.742     NA    NA    NA    NA    NA    NA    NA    NA    
0.05671     0.05681     0.618     210.1     1.4255e+11      10     2.8343e+13      0.506     0.156     3.4200e+09       1.43       0.91       4.649       4.102       2.350       2.499       3.293       3.294      49.007      49.007      0.1921     .6173e-11       0.802     16.495     16.012     16.438     .6924e+08      .5015e+09       0.032     NA    NA    NA    NA    NA    
0.05671     0.05569     0.618     210.1     1.4255e+11      10     2.8343e+13      0.506     0.132     5.3600e+09       3.02       2.59       2.985       2.837     NA    NA      1.696       2.244      67.801      67.801      0.0168     .1288e-12       1.284     16.574     16.370     16.045     .1301e+09      .3287e+09       0.212     NA    NA    NA    NA    NA    
0.05671     0.05684     0.618     210.1     1.4255e+11      10     2.8343e+13      0.506     0.000     1.4800e+11       3.70       3.60       7.406       8.457     NA    NA    NA    NA    NA    NA     0.0292     .9759e-13       1.367     13.531     13.246     13.425     NA    NA    NA    NA    NA    NA    NA    NA    
0.05671     0.05644     0.618     210.1     1.4255e+11      10     2.8343e+13      0.506     0.740     1.4400e+10       1.25       0.77       3.952       3.901       2.186       2.457       0.151       1.562      53.626      53.330      0.8089     .6173e-11       1.203     15.306     15.215     15.357     NA    .5169e+10       0.461     NA    NA    NA    NA    NA    
0.05671     0.05651     0.618     210.1     1.4255e+11      10     2.8343e+13      0.506     0.841     4.0900e+09       4.84       3.73       3.676       2.707     NA    NA    NA    NA    NA    NA     0.0001     .0000e-14       1.247     16.636     17.982     16.348     NA    NA    NA    NA    NA    NA    NA    NA    
0.05671     0.05623     0.618     210.1     1.4255e+11      10     2.8343e+13      0.506     0.647     5.8200e+10       5.24       5.04       7.054       8.061     NA    NA    NA    NA    NA    NA     0.0482     .2860e-13       1.355     14.356     13.979     14.355     NA    NA    NA    NA    NA    NA    NA    NA    
0.05671     0.05799     0.618     210.1     1.4255e+11      10     2.8343e+13      0.506     0.347     1.5800e+10       2.84       2.19       3.039       3.121     NA    NA      0.522       1.563      66.661      66.661      0.0450     .8460e-12       1.342     15.637     15.470     15.875     .5474e+09      .6207e+10       1.017     NA    NA    NA    NA    NA    
0.05671     0.05586     0.618     210.1     1.4255e+11      10     2.8343e+13      0.506     1.586     6.6100e+09       2.07       1.04       8.814       6.249       3.148       3.660       1.577       0.315      18.338      19.710      2.5132     .8022e-10       0.864     15.671     15.822     16.709     .7971e+09      .9893e+09       0.457     NA    NA    NA    NA    NA    
0.05671     0.05615     0.618     210.1     1.4255e+11      10     2.8343e+13      0.506     1.053     5.0100e+09     NA    NA    NA    NA      2.018       2.435       1.006       0.165      36.774      40.311      1.7920     .5769e-10       0.505     16.061     15.141     15.888     .9140e+09      .1382e+09       0.191     NA    NA    NA    NA    NA    
